grupo_barrio,barrio,latitud,longitud,tipo_habitacion,precio,minimo_noches,cantidad_resenas,resenas_por_mes,cantidad_alojamientos_anfitrion,disponibilidad_anual
8.0,48.0,40.39462,-3.66802,4,96.0,2,27,0.48,8,310
8.0,48.0,40.393585,-3.667731,4,89.0,2,60,0.94,8,249
17.0,66.0,40.42014,-3.70195,4,143.0,3,196,3.16,18,305
5.0,44.0,40.333435,-3.702781,4,76.0,3,37,0.75,19,79
15.0,64.0,40.42928,-3.70268,3,150.0,10,0,0.0,1,83
16.0,70.0,40.41954591948377,-3.675067276312322,4,62.0,3,327,5.16,8,296
16.0,70.0,40.4207315,-3.6746732,4,62.0,2,218,3.44,8,313
17.0,66.0,40.4235,-3.70904,4,132.0,3,214,3.95,5,272
6.0,28.0,40.38921,-3.70533,3,28.0,2,31,0.74,1,311
15.0,39.0,40.43659,-3.71217,4,129.0,1,17,0.28,1,314
17.0,79.0,40.41648,-3.7002,4,142.0,4,204,3.44,28,281
18.0,60.0,40.4283,-3.66403,4,126.0,2,283,4.48,1,67
17.0,77.0,40.42416,-3.69866,4,156.0,5,30,0.47,11,151
17.0,80.0,40.41701,-3.70711,4,120.0,30,90,1.6,3,23
17.0,80.0,40.41673,-3.70335,4,93.0,1,224,4.01,3,221
17.0,66.0,40.42347,-3.70082,3,40.0,1,379,6.07,1,72
17.0,76.0,40.41025,-3.70971,4,90.0,30,16,0.27,3,252
8.0,48.0,40.39644,-3.66588,4,86.0,2,134,2.71,4,68
17.0,79.0,40.41514,-3.69917,4,118.0,1,256,4.31,26,134
13.0,46.0,40.39628,-3.68978,3,94.0,1,83,1.33,19,305
13.0,46.0,40.39656,-3.69145,3,94.0,1,39,0.63,19,306
13.0,46.0,40.39638,-3.68972,3,94.0,1,44,0.7,19,309
17.0,76.0,40.41294,-3.70759,4,122.0,1,315,5.31,26,71
17.0,80.0,40.41681,-3.70201,4,143.0,1,270,4.36,14,123
15.0,69.0,40.43505,-3.69588,4,105.0,3,4,0.8,1,23
17.0,61.0,40.4082,-3.70922,4,99.0,2,321,5.13,27,20
17.0,61.0,40.40845,-3.70832,4,101.0,2,322,5.16,27,22
18.0,63.0,40.43196,-3.66569,4,99.0,2,377,6.18,2,139
18.0,83.0,40.42992839956423,-3.684068797129104,4,122.0,1,112,1.81,5,15
17.0,76.0,40.41096,-3.71225,4,55.0,30,67,1.2,2,309
17.0,66.0,40.42456,-3.7031,4,119.0,2,181,3.48,3,245
17.0,76.0,40.40953,-3.70983,4,108.0,1,131,2.18,1,340
17.0,61.0,40.40906,-3.70923,4,96.0,2,348,5.67,27,25
17.0,80.0,40.416531,-3.701728,3,63.0,1,70,1.24,6,337
17.0,80.0,40.416531,-3.701728,3,82.0,1,17,0.35,6,294
17.0,76.0,40.40973,-3.71008,4,106.0,5,83,1.69,7,337
17.0,66.0,40.4241,-3.70401,3,74.0,2,60,1.54,2,318
17.0,66.0,40.42179,-3.70747,3,33.0,1,426,7.39,19,247
17.0,66.0,40.42239761352539,-3.706736087799072,3,31.0,1,413,7.49,19,285
17.0,66.0,40.42239761352539,-3.706736087799072,3,33.0,1,410,8.27,19,265
17.0,66.0,40.42239761352539,-3.706736087799072,3,30.0,1,376,7.05,19,300
17.0,66.0,40.42094,-3.70638,4,152.0,1,50,0.85,1,260
13.0,49.0,40.3941,-3.69585,4,118.0,1,35,0.57,1,327
17.0,61.0,40.41299,-3.70714,4,153.0,30,70,1.16,1,130
17.0,66.0,40.42104,-3.70218,3,100.0,1,776,13.33,5,125
17.0,61.0,40.409,-3.70264,4,92.0,2,230,3.71,51,333
17.0,66.0,40.42104,-3.702181,3,117.0,1,102,1.82,5,128
17.0,79.0,40.41511,-3.70225,4,144.0,5,229,4.19,28,284
17.0,66.0,40.42104,-3.70218,3,95.0,1,67,1.14,5,132
17.0,66.0,40.42104,-3.70218,3,106.0,1,27,0.55,5,129
10.0,45.0,40.4806,-3.71721,3,38.0,3,81,1.33,1,319
18.0,63.0,40.43184,-3.66583,4,124.0,2,329,5.34,2,260
17.0,76.0,40.41146,-3.71064,4,132.0,1,122,2.0,4,128
17.0,61.0,40.40984,-3.70935,3,70.0,2,43,0.77,1,179
17.0,76.0,40.42153,-3.71256,4,109.0,6,120,2.31,5,242
14.0,65.0,40.45771,-3.69974,4,114.0,2,33,0.55,18,254
14.0,65.0,40.45755,-3.69869,4,143.0,2,50,0.83,18,297
11.0,70.0,40.43213,-3.71904,4,106.0,2,208,3.41,2,221
14.0,50.0,40.4571,-3.7052,3,47.0,1,103,1.68,1,193
17.0,80.0,40.41980743408203,-3.706109046936035,4,120.0,3,52,1.34,8,305
17.0,61.0,40.40625,-3.69846,3,37.0,2,276,5.57,1,304
14.0,65.0,40.45795,-3.69822,4,135.0,2,36,0.6,18,297
12.0,54.0,40.48781,-3.66702,4,79.0,1,18,0.38,11,182
10.0,45.0,40.42955,-3.64763,3,26.0,2,255,4.17,2,98
13.0,46.0,40.39941,-3.69525,4,98.0,2,186,3.06,141,280
13.0,60.0,40.40437,-3.69661,4,126.0,1,80,1.59,292,28
14.0,57.0,40.4655,-3.69765,3,35.0,1,51,0.84,1,223
17.0,80.0,40.419338,-3.704079,4,128.0,3,23,0.63,1,6
14.0,65.0,40.45924,-3.6984,4,106.0,2,20,0.33,18,297
14.0,65.0,40.45823,-3.70011,4,102.0,2,9,0.19,18,297
14.0,65.0,40.45938,-3.69846,4,102.0,2,266,4.41,18,297
14.0,50.0,40.45973,-3.69983,4,102.0,2,32,0.55,18,297
14.0,65.0,40.45768,-3.69868,4,161.0,2,9,0.27,18,51
3.0,5.0,40.39294,-3.77338,3,45.0,2,4,0.07,3,38
14.0,65.0,40.45755,-3.6999,4,102.0,2,88,1.44,18,295
17.0,61.0,40.40748,-3.70417,3,43.0,1,319,6.54,1,42
18.0,83.0,40.43226,-3.68539,4,155.0,4,0,0.0,1,343
17.0,77.0,40.42355,-3.69191,4,145.0,2,65,1.14,2,4
14.0,50.0,40.458733,-3.704015,4,75.0,2,89,1.46,1,249
5.0,35.0,40.35204,-3.68395,3,26.0,3,14,0.24,3,106
13.0,55.0,40.40030953110632,-3.706140749703141,3,100.0,1,1,0.1,1,365
17.0,80.0,40.41939,-3.70047,4,135.0,1,32,0.59,4,63
14.0,52.0,40.45325,-3.70409,4,157.0,2,182,3.04,1,193
15.0,66.0,40.43831,-3.71011,4,129.0,7,0,0.0,36,77
17.0,61.0,40.40912,-3.70712,4,116.0,2,287,4.73,27,16
10.0,45.0,40.42955,-3.64763,3,21.0,2,282,4.67,2,92
14.0,50.0,40.45922,-3.70042,4,102.0,2,12,0.3,18,297
17.0,80.0,40.41933,-3.70221,4,131.0,2,73,1.88,22,203
17.0,76.0,40.41221,-3.71201,4,84.0,28,57,0.95,14,363
14.0,63.0,40.44726,-3.7006,4,133.0,1,128,2.12,8,96
17.0,66.0,40.42412691244444,-3.7073689812964568,4,57.0,1,18,0.3,2,147
10.0,36.0,40.49076,-3.6909,4,144.0,1,73,1.25,8,105
14.0,71.0,40.4738,-3.69083,4,134.0,3,68,1.15,1,296
17.0,66.0,40.42609,-3.70593,4,86.0,1,9,0.16,4,110
17.0,66.0,40.42597,-3.70513,4,74.0,1,26,0.43,2,335
17.0,61.0,40.40949,-3.70942,4,99.0,2,337,5.57,27,22
17.0,79.0,40.41593,-3.70066,4,93.0,1,273,4.51,5,171
4.0,57.0,40.47163,-3.58304,3,33.0,1,175,5.05,3,2
3.0,5.0,40.39315,-3.77511,3,41.0,2,39,3.35,3,347
17.0,61.0,40.41035613324373,-3.7028369174503535,3,108.0,1,161,2.81,6,330
17.0,61.0,40.40763,-3.70775,4,99.0,2,257,4.28,27,26
17.0,61.0,40.41268,-3.70724,4,130.0,1,139,2.33,26,138
17.0,80.0,40.42008,-3.70564,4,164.0,2,80,1.35,13,51
5.0,3.0,40.35114,-3.69714,3,17.0,2,141,3.93,1,7
16.0,84.0,40.46246,-3.68108,4,109.0,7,19,0.36,25,280
17.0,77.0,40.42109,-3.69958,3,70.0,15,1,0.19,6,365
17.0,80.0,40.41748,-3.708551,3,141.0,1,124,2.08,13,346
11.0,70.0,40.42609,-3.7165,3,88.0,30,43,0.98,2,297
17.0,79.0,40.41149,-3.69697,4,143.0,2,181,3.08,1,224
8.0,48.0,40.3907,-3.66922,3,22.0,28,54,1.06,1,173
17.0,61.0,40.40671,-3.70879,4,96.0,30,135,2.36,1,185
8.0,41.0,40.39797,-3.65828,3,33.0,1,22,3.13,1,96
17.0,61.0,40.40824,-3.70943,4,96.0,2,305,5.16,27,25
17.0,61.0,40.40909,-3.7091,4,99.0,2,280,4.75,27,21
17.0,61.0,40.40822,-3.70308,4,63.0,3,230,3.95,2,67
6.0,39.0,40.39612,-3.73546,4,83.0,2,151,2.56,1,64
17.0,66.0,40.4223,-3.7017,4,120.0,20,76,1.39,2,344
9.0,45.0,40.44631530651414,-3.5965633392333984,3,40.0,2,10,0.59,1,350
6.0,25.0,40.38775,-3.73564,4,78.0,2,122,2.08,2,7
6.0,25.0,40.38769,-3.73796,4,80.0,2,151,2.61,2,68
18.0,82.0,40.42337,-3.68966,4,145.0,2,75,1.36,2,139
6.0,42.0,40.39214,-3.71249,4,78.0,2,143,2.5,5,64
6.0,42.0,40.39276,-3.71096,4,78.0,2,151,2.6,5,48
6.0,42.0,40.39258,-3.71057,4,78.0,2,186,3.2,5,58
6.0,42.0,40.39276,-3.71167,4,85.0,2,174,3.04,5,71
17.0,61.0,40.41126,-3.70409,1,34.0,1,930,15.92,6,355
17.0,76.0,40.42155,-3.70863,4,61.0,1,594,10.12,21,278
17.0,66.0,40.42385,-3.70159,3,105.0,1,1,0.25,3,347
17.0,66.0,40.42321,-3.70192,3,70.0,1,2,0.04,3,335
17.0,77.0,40.4242,-3.69972,3,70.0,1,0,0.0,1,315
17.0,61.0,40.41126,-3.70409,1,41.0,1,285,5.28,6,348
17.0,61.0,40.41126,-3.70409,3,92.0,1,140,2.86,6,262
3.0,10.0,40.38188,-3.78224,4,110.0,4,40,1.06,1,220
17.0,66.0,40.4261,-3.70226,4,120.0,1,12,0.25,8,112
9.0,24.0,40.43496,-3.62065,4,92.0,2,163,3.36,4,177
9.0,32.0,40.43316,-3.61962,4,76.0,2,141,2.57,4,190
16.0,66.0,40.44447,-3.67194,4,117.0,3,48,0.86,1,144
13.0,60.0,40.40633,-3.69376,4,71.0,1,418,7.19,10,139
13.0,60.0,40.40635,-3.6956,4,60.0,1,435,7.73,10,125
13.0,60.0,40.406,-3.69369,4,60.0,1,493,8.49,10,105
13.0,60.0,40.40602,-3.69572,4,73.0,1,467,8.04,10,88
10.0,61.0,40.43515,-3.6575,3,25.0,3,81,1.41,1,9
17.0,66.0,40.42236709594727,-3.7067909240722656,3,33.0,1,195,7.83,19,303
16.0,66.0,40.44303317756781,-3.6728070119968512,3,34.0,21,5,0.09,1,94
17.0,76.0,40.40888,-3.71196,4,88.0,3,67,1.16,23,335
17.0,66.0,40.42707,-3.70518,4,145.0,3,111,1.93,7,314
10.0,62.0,40.46834,-3.6651,4,68.0,1,87,1.54,181,312
10.0,53.0,40.47552,-3.71505,4,80.0,1,115,1.99,1,228
6.0,17.0,40.38525,-3.73389,4,79.0,2,66,1.14,14,14
6.0,17.0,40.38557,-3.73213,4,75.0,2,173,3.1,14,23
17.0,80.0,40.41538,-3.70646,4,107.0,1,177,3.24,292,294
17.0,76.0,40.4211,-3.71166,3,78.0,3,267,4.75,1,249
11.0,70.0,40.43213,-3.71904,4,152.0,2,278,4.86,2,209
17.0,66.0,40.42334,-3.71002,4,125.0,30,24,0.42,1,184
6.0,39.0,40.39284,-3.72682,4,55.0,7,22,0.46,21,197
8.0,48.0,40.39464,-3.66496,4,95.0,2,38,0.66,9,88
17.0,76.0,40.41504,-3.70988,4,152.0,1,520,9.09,12,137
17.0,76.0,40.41455,-3.71026,4,131.0,1,474,8.32,12,129
17.0,76.0,40.41456,-3.70863,4,129.0,1,562,9.82,8,130
17.0,76.0,40.41594,-3.71035,4,114.0,1,579,10.15,12,130
17.0,76.0,40.41544,-3.71033,4,113.0,1,507,8.84,12,112
15.0,39.0,40.43608,-3.71254,4,134.0,2,27,0.53,1,239
17.0,80.0,40.418975830078125,-3.7023110389709473,4,164.0,3,357,6.26,5,208
17.0,66.0,40.42242,-3.70748,4,73.0,3,291,5.11,9,121
10.0,35.0,40.44695,-3.64646,4,73.0,1,95,1.68,292,293
5.0,35.0,40.35319,-3.68541,3,44.0,5,4,0.07,3,179
17.0,80.0,40.41861724853516,-3.702181100845337,4,145.0,3,231,4.58,5,202
7.0,33.0,40.37577,-3.62203,3,60.0,1,0,0.0,2,363
7.0,33.0,40.368,-3.59248,3,34.5,1,0,0.0,2,363
16.0,51.0,40.40386,-3.67491,4,114.0,1,170,3.32,181,218
15.0,39.0,40.43291,-3.7161,4,56.0,2,41,0.89,14,23
13.0,55.0,40.4023,-3.7057,3,58.0,2,49,1.5,1,341
14.0,63.0,40.447,-3.70204,4,144.0,1,38,0.95,8,105
14.0,52.0,40.44917,-3.70859,4,154.0,10,10,0.25,20,358
8.0,12.0,40.38969,-3.65237,3,25.0,30,77,1.38,7,330
17.0,61.0,40.40908,-3.70009,4,120.0,3,2,0.14,3,5
10.0,47.0,40.43743,-3.64275,4,89.0,3,146,2.64,3,234
18.0,63.0,40.44273,-3.66197,4,131.0,1,33,0.61,334,337
17.0,77.0,40.42114,-3.70038,4,160.0,1,31,0.65,334,296
17.0,79.0,40.41349,-3.69755,4,118.0,1,91,1.85,334,329
17.0,61.0,40.41266,-3.70326,4,143.0,1,72,1.37,334,10
18.0,73.0,40.42604,-3.66881,4,106.0,1,104,1.88,334,335
15.0,64.0,40.43433,-3.70231,4,159.0,1,45,0.83,334,309
15.0,64.0,40.43421,-3.7017,4,159.0,1,56,1.0,334,326
15.0,64.0,40.43591,-3.70092,4,139.0,1,35,0.64,334,322
6.0,17.0,40.37671,-3.74656,3,55.0,1,11,0.2,11,206
6.0,17.0,40.37637,-3.74448,3,39.0,2,36,0.66,11,18
6.0,28.0,40.38745,-3.70138,4,110.0,2,147,2.63,6,78
6.0,28.0,40.38924,-3.70125,4,80.0,2,137,2.45,6,61
6.0,28.0,40.38922,-3.69994,4,115.0,2,147,2.67,6,69
6.0,28.0,40.38878,-3.70121,4,80.0,2,135,2.41,6,54
6.0,28.0,40.387,-3.70146,4,115.0,2,170,3.03,6,79
18.0,73.0,40.4242,-3.67468,4,159.0,30,29,0.59,29,17
17.0,79.0,40.4161,-3.70046,4,122.0,1,216,3.85,5,42
13.0,59.0,40.41284,-3.71866,4,109.0,1,102,1.86,9,75
10.0,41.0,40.43292,-3.63716,4,63.0,3,60,1.11,3,128
17.0,77.0,40.42756,-3.70106,4,91.0,4,222,4.03,4,37
16.0,70.0,40.41697,-3.67764,4,155.0,29,17,0.31,29,55
17.0,61.0,40.40833,-3.70322,4,108.0,1,456,8.2,12,132
17.0,61.0,40.40724,-3.70465,4,107.0,1,497,8.9,8,115
17.0,61.0,40.40692,-3.70325,4,112.0,1,478,8.57,12,133
17.0,61.0,40.40866,-3.70512,4,116.0,1,491,8.82,12,129
15.0,69.0,40.42866,-3.69441,4,120.0,10,150,2.8,15,291
15.0,64.0,40.43367,-3.70312,3,21.0,25,61,1.12,6,284
17.0,76.0,40.41498,-3.71063,4,147.0,3,81,1.68,1,176
18.0,83.0,40.43363026476331,-3.684870472524756,3,55.0,2,291,5.65,1,12
15.0,69.0,40.42866134643555,-3.694408893585205,4,141.0,10,29,1.4,15,172
17.0,66.0,40.42481,-3.70294,4,100.0,2,223,4.08,141,275
18.0,82.0,40.42776,-3.68425,4,115.0,1,84,1.63,5,15
17.0,61.0,40.41259,-3.70135,4,70.0,21,28,0.63,1,144
3.0,29.0,40.40603,-3.73987,4,117.0,1,151,2.75,1,57
6.0,28.0,40.38738,-3.7013,4,80.0,2,156,2.85,6,68
16.0,70.0,40.418,-3.67617,3,29.0,30,309,5.91,4,124
17.0,66.0,40.42242,-3.70748,4,136.0,3,279,5.01,9,200
9.0,45.0,40.44098,-3.57049,4,160.0,1,0,0.0,1,365
17.0,76.0,40.41113,-3.71249,4,112.0,1,77,1.41,2,156
17.0,66.0,40.42189,-3.70388,3,60.0,1,98,1.86,20,20
14.0,50.0,40.46041,-3.70839,4,122.0,1,364,6.58,18,200
13.0,55.0,40.40041,-3.70485,3,55.0,2,87,1.57,2,44
7.0,33.0,40.368,-3.62131,4,73.0,4,40,1.2,2,295
17.0,66.0,40.42177,-3.70549,4,105.0,2,270,4.9,1,52
13.0,60.0,40.40451,-3.69701,4,100.0,1,27,0.81,54,333
16.0,73.0,40.4077110656519,-3.688086981759221,4,158.0,1,180,3.27,43,249
8.0,48.0,40.39712524414063,-3.668958902359009,4,159.0,1,89,1.79,36,360
17.0,61.0,40.41147,-3.7069,3,51.0,30,109,1.98,1,296
16.0,70.0,40.41706,-3.67445,3,24.0,4,5,0.14,4,235
13.0,49.0,40.3974,-3.69897,4,100.0,2,7,0.13,6,256
17.0,80.0,40.41574,-3.70638,4,115.0,1,114,2.07,1,314
17.0,76.0,40.41647,-3.71045,4,85.0,1,52,0.95,1,75
13.0,46.0,40.39426,-3.69416,3,20.0,15,22,0.41,1,60
13.0,46.0,40.392754,-3.694537,4,60.0,10,60,1.17,6,58
17.0,61.0,40.40986,-3.70334,4,135.0,1,317,5.79,2,108
13.0,60.0,40.40385,-3.69334,4,111.0,3,10,0.28,1,181
17.0,66.0,40.4239,-3.7046,4,146.0,25,55,1.53,2,349
3.0,12.0,40.3871,-3.76174,4,65.0,2,50,0.92,1,24
17.0,80.0,40.41585,-3.7048,3,162.0,1,76,1.39,12,363
17.0,61.0,40.41257,-3.70426,3,56.0,1,3,0.08,8,333
17.0,66.0,40.42104,-3.702181,3,95.0,1,80,1.47,5,108
17.0,77.0,40.42449,-3.69627,4,94.0,2,188,3.46,5,149
11.0,15.0,40.45847,-3.7114,4,114.0,2,22,0.49,2,241
8.0,10.0,40.37094,-3.65958,3,41.0,1,166,3.04,3,114
13.0,60.0,40.4011,-3.69114,3,52.0,2,316,5.79,3,45
8.0,41.0,40.39853,-3.6684,3,65.0,1,292,5.72,2,32
12.0,54.0,40.48726,-3.66424,4,104.0,1,8,0.15,11,185
18.0,82.0,40.42386,-3.68834,4,158.0,3,260,4.82,25,50
7.0,33.0,40.36784,-3.60259,3,43.0,1,159,5.19,1,213
16.0,73.0,40.41514,-3.68907,4,128.0,1,45,0.84,334,272
6.0,17.0,40.37837,-3.74624,3,39.0,2,28,0.56,11,18
18.0,60.0,40.42625,-3.66363,3,36.0,2,109,2.27,3,323
17.0,66.0,40.42121,-3.70502,3,70.0,1,71,1.38,20,106
6.0,28.0,40.38931,-3.70128,4,129.0,2,17,0.32,3,148
6.0,28.0,40.39264,-3.70619,3,29.0,3,85,1.74,1,224
12.0,27.0,40.46536,-3.62961,3,50.0,2,131,4.72,1,1
13.0,60.0,40.40268,-3.68898,4,105.0,10,79,1.49,14,108
18.0,82.0,40.42252,-3.68986,4,126.0,3,150,2.78,25,52
6.0,32.0,40.38786,-3.69988,4,115.0,2,25,0.52,3,167
6.0,28.0,40.38715,-3.70258,4,124.0,2,42,0.83,3,157
3.0,29.0,40.41176,-3.72789,3,49.0,2,110,2.08,1,136
16.0,70.0,40.419,-3.67567,3,42.0,2,128,2.39,2,206
6.0,25.0,40.3896,-3.73461,4,78.0,3,79,1.53,5,326
17.0,79.0,40.41634,-3.70007,4,147.0,1,35,0.71,334,306
6.0,39.0,40.39101,-3.73534,4,90.0,3,29,0.57,5,305
3.0,29.0,40.40568,-3.73914,3,41.0,5,79,1.67,2,267
10.0,45.0,40.432040358890674,-3.650076402686491,4,135.0,2,109,4.96,2,161
15.0,67.0,40.44004,-3.69903,4,140.0,1,483,9.12,2,319
15.0,64.0,40.43187,-3.70067,4,154.0,5,15,0.33,1,19
16.0,51.0,40.40665,-3.68802,4,68.0,2,90,1.69,1,272
17.0,61.0,40.41262,-3.70333,4,106.0,2,341,6.37,5,5
17.0,66.0,40.42108,-3.70179,3,69.0,1,10,0.25,5,51
15.0,70.0,40.44006,-3.7103,4,142.0,3,171,3.37,1,46
15.0,66.0,40.43837,-3.71016,4,158.0,3,152,2.96,2,49
16.0,70.0,40.42117,-3.67892,4,145.0,2,102,1.9,1,349
17.0,66.0,40.42309,-3.70193,3,70.0,1,84,1.56,5,69
17.0,77.0,40.42135,-3.70057,3,70.0,1,20,0.37,5,46
17.0,79.0,40.41437,-3.70016,4,135.0,1,469,8.97,4,28
16.0,51.0,40.40178,-3.67545,4,115.0,3,54,1.04,43,325
8.0,37.0,40.38096,-3.65777,3,25.0,6,60,1.25,2,315
17.0,66.0,40.42109966029311,-3.7044377235094816,1,19.0,1,147,2.92,20,106
12.0,54.0,40.48479,-3.67062,4,130.0,7,43,0.82,1,344
18.0,63.0,40.44318,-3.66422,4,120.0,1,37,0.7,334,334
17.0,61.0,40.40868,-3.70925,4,98.0,2,281,5.33,27,17
17.0,61.0,40.40762,-3.70871,4,99.0,2,291,5.48,27,23
17.0,61.0,40.40758,-3.70863,4,99.0,2,291,5.47,27,22
18.0,63.0,40.438362,-3.672485,4,97.0,1,18,0.35,1,42
16.0,66.0,40.44526,-3.66394,4,90.0,30,7,0.14,3,187
15.0,70.0,40.44023,-3.70994,4,138.0,3,142,2.74,2,55
17.0,79.0,40.41594,-3.69783,4,136.0,30,45,0.88,28,269
16.0,80.0,40.39921,-3.67305,4,115.0,15,45,1.57,1,80
17.0,76.0,40.41269,-3.7097,4,101.0,7,27,0.51,4,182
15.0,66.0,40.432449,-3.71014,4,117.0,10,46,0.88,15,79
6.0,32.0,40.38628,-3.70095,4,93.0,1,26,0.52,334,337
10.0,81.0,40.46101,-3.66232,4,154.0,7,5,0.13,25,243
15.0,64.0,40.43427,-3.69939,4,137.0,1,35,0.68,1,15
17.0,77.0,40.42642152278147,-3.6999314607798657,4,87.0,3,234,4.44,4,100
17.0,61.0,40.41282,-3.70387,4,143.0,1,53,1.0,334,10
17.0,61.0,40.41213,-3.70334,4,143.0,1,49,0.96,334,6
17.0,79.0,40.41907,-3.69948,3,163.0,1,8,0.18,5,334
17.0,80.0,40.41901,-3.70135,3,70.0,1,11,0.21,5,312
17.0,79.0,40.41934,-3.69912,3,70.0,1,3,0.08,5,348
17.0,77.0,40.4207,-3.69939,3,96.0,1,3,0.11,5,288
18.0,68.0,40.43052,-3.6782,4,98.0,1,158,2.99,1,241
18.0,63.0,40.43033,-3.66683,4,110.0,1,21,0.42,334,305
16.0,80.0,40.40292,-3.6697,4,99.0,7,9,0.22,25,259
10.0,81.0,40.46167,-3.66007,4,154.0,7,18,0.36,25,241
16.0,80.0,40.40256,-3.66812,4,99.0,7,60,1.27,25,270
16.0,80.0,40.40082,-3.66813,4,115.0,7,3,0.07,25,250
10.0,81.0,40.46205,-3.6604,4,121.0,7,15,0.31,25,280
16.0,80.0,40.40077,-3.66925,4,115.0,7,13,0.28,25,332
16.0,80.0,40.40277,-3.66937,4,138.0,7,11,0.21,25,281
15.0,70.0,40.446775693388425,-3.706104235820551,4,96.0,3,37,1.49,2,59
18.0,63.0,40.43871,-3.67406,4,131.0,1,23,0.47,334,338
17.0,76.0,40.41958,-3.70959,3,79.0,3,153,3.19,2,320
3.0,5.0,40.3954542318828,-3.774514106161004,3,39.0,2,1,0.14,3,364
14.0,57.0,40.46458,-3.69601,4,119.0,1,312,5.96,18,244
15.0,66.0,40.43493,-3.70577,4,109.0,2,59,1.13,1,18
17.0,61.0,40.41065,-3.70079,4,119.0,2,148,2.88,1,24
17.0,77.0,40.42755508422852,-3.701056957244873,4,124.0,3,188,3.57,4,118
14.0,57.0,40.46819,-3.70626,3,60.0,3,55,1.07,1,351
14.0,57.0,40.46458435058594,-3.6960060596466064,4,109.0,1,295,5.64,18,256
17.0,79.0,40.41656,-3.69817,4,140.0,1,181,3.46,5,87
17.0,76.0,40.41036,-3.7107,4,76.0,30,56,1.16,1,199
17.0,61.0,40.40652,-3.70233,3,15.0,10,22,0.43,6,176
17.0,61.0,40.41238,-3.70207,4,112.0,2,371,7.13,1,3
17.0,76.0,40.42023,-3.70852,4,128.0,3,70,1.37,7,311
17.0,61.0,40.40685,-3.70393,3,21.0,25,13,0.26,6,222
17.0,66.0,40.42403,-3.70293,3,86.0,2,179,4.62,1,65
17.0,79.0,40.41418,-3.69646,4,115.0,3,61,1.24,11,72
17.0,77.0,40.42369168501125,-3.6996703601114658,3,57.0,2,119,2.84,2,128
15.0,64.0,40.43023,-3.70248,3,80.0,2,30,0.61,2,73
18.0,63.0,40.4423,-3.66224,4,111.0,1,46,0.91,334,323
18.0,63.0,40.44176,-3.6641,4,114.0,1,22,0.43,334,322
18.0,63.0,40.4418,-3.66422,4,111.0,1,32,0.68,334,330
17.0,79.0,40.41167,-3.69652,4,120.0,1,48,0.98,334,324
17.0,79.0,40.41365,-3.69611,4,134.0,1,158,3.13,334,287
13.0,55.0,40.40019,-3.70526,4,132.0,3,37,0.74,2,14
18.0,82.0,40.42373,-3.68971,4,115.0,10,190,3.65,15,82
17.0,61.0,40.40795,-3.70506,4,143.0,1,41,1.12,334,167
15.0,67.0,40.44018,-3.69977,4,104.0,1,77,1.48,181,54
17.0,79.0,40.41165,-3.69357,4,133.0,1,120,2.31,292,199
17.0,79.0,40.41407,-3.69642,4,124.0,1,83,1.69,3,312
15.0,66.0,40.43334,-3.70557,4,140.0,7,90,1.74,4,9
14.0,57.0,40.46992,-3.70254,3,26.0,9,13,0.31,1,261
10.0,35.0,40.43994,-3.65114,3,44.0,4,87,1.67,1,1
14.0,57.0,40.46458,-3.69601,4,104.0,1,369,7.15,18,256
18.0,63.0,40.439,-3.67358,4,159.0,1,68,1.36,334,310
17.0,61.0,40.41072082519531,-3.70580792427063,4,143.0,1,176,3.38,13,307
17.0,66.0,40.42704,-3.70247,4,103.0,1,43,0.9,1,297
5.0,44.0,40.333435,-3.702781,4,84.0,3,56,1.09,19,202
6.0,11.0,40.3832665,-3.723881399999999,3,39.0,2,1,1.0,1,66
4.0,57.0,40.47171,-3.5886,3,38.0,1,375,8.45,3,316
17.0,61.0,40.41076,-3.70254,4,75.0,1,46,0.9,95,333
17.0,80.0,40.41737,-3.70467,4,148.0,5,118,2.31,13,23
17.0,61.0,40.40711,-3.70851,4,143.0,30,9,0.18,25,246
16.0,73.0,40.41726,-3.67944,4,74.0,2,219,4.32,8,303
3.0,29.0,40.4096,-3.72835,3,39.0,5,86,1.69,2,4
17.0,61.0,40.40881,-3.69832,4,142.0,1,143,2.89,3,315
8.0,48.0,40.39389,-3.66564,4,111.0,4,24,0.52,46,79
16.0,51.0,40.40069,-3.67628,4,115.0,4,19,0.42,46,79
9.0,5.0,40.41964,-3.6225,3,44.0,4,48,0.93,1,334
17.0,66.0,40.42136,-3.70142,4,78.0,1,194,3.75,92,344
17.0,76.0,40.41468,-3.71119,4,140.0,2,27,0.53,9,327
16.0,59.0,40.446426,-3.672262,4,81.0,8,8,0.19,1,76
15.0,64.0,40.43413,-3.70243,4,127.0,1,37,0.76,334,311
6.0,32.0,40.38669,-3.70108,4,139.0,1,23,0.51,334,341
6.0,28.0,40.38793,-3.70119,4,122.0,1,38,0.75,334,332
6.0,28.0,40.38845,-3.69964,4,141.0,1,47,0.95,334,329
6.0,28.0,40.3882,-3.70153,4,141.0,1,15,0.34,334,339
6.0,28.0,40.3872,-3.70157,4,136.0,1,29,0.56,334,345
6.0,20.0,40.38275,-3.70953,4,42.0,2,54,1.05,5,142
10.0,41.0,40.4259404734785,-3.6391192353764703,4,81.0,5,212,4.23,2,44
10.0,47.0,40.44015,-3.64078,3,60.0,1,25,0.49,1,83
